"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (3-month avg)","Daily Volume (10-day avg)","26-Week Change","26-Week Change","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Shares Short (Prior Month)","Daily Volume"
"tmose","2.50","3.00","5.063","1,682","3,000","-9.1%","+0.6%","20.9M","6.96M","4.40M","none","none","2.87","-1.47","0.02","38.07","0.26","1.04","none","0.08","217.4M","-1.49M","-4.80M","-2.0%","-1.6%","Dec 31","none","-7.79%","-24.16%","0.92","0.47","1.80M","0","1,000","3,000"
